store,movement_id,voucher_no,voucher_date,movement_type,account_id,label_no,category,purity,gross_weight,net_weight,stone_weight,fine_weight,value,gold_rate_used,created_at,slab_id,slab_label,item_label_no,item_huid,item_item_name,item_category,item_purity,item_gross_weight,item_net_weight,item_stone_weight,item_fine_weight,item_pieces,item_design_code,item_certificate_no,item_supplier_id,item_location,item_slab_id,item_created_at,acct_account_id,customer_name,customer_type,customer_credit_terms,customer_contact
STORE_5,1,STORE_5_V10000,2025-08-01,SALE,90,LBL00156,NECKLACE,585,47.444,47.235,0.014,27.632,165473.64,5537.69,2025-08-01,9,10+ GM,LBL00156,H915572,NECKLACE LBL00156,NECKLACE,585,49.968,49.776,0.197,29.119,1,DES4311,,5002,MAIN_STORE,13,2025-11-24 11:50:05.284883,90,Customer_90,Customer,Net 15,+917365411459
STORE_5,2,STORE_5_V10001,2025-08-01,SALE,27,LBL00222,RING,916,2.135,1.699,0.014,1.556,8698.61,5319.49,2025-08-01,1,0–5 GM,LBL00222,H792984,RING LBL00222,RING,916,1.952,1.894,0.231,1.735,1,DES3444,,5014,MAIN_STORE,6,2025-11-24 11:50:05.453973,27,Customer_27,Customer,Net 15,+919362581359
STORE_5,3,STORE_5_V10002,2025-08-01,SALE,78,LBL00049,PENDANT,585,6.229,5.638,0.005,3.298,19270.3,5239.78,2025-08-01,10,0–10 GM,LBL00049,H596864,PENDANT LBL00049,PENDANT,585,7.178,7.028,0.112,4.111,1,DES3253,,5005,MAIN_STORE,10,2025-11-24 11:50:04.996299,78,Customer_78,Customer,Net 0,+917657978181
STORE_5,4,STORE_5_V10003,2025-08-01,SALE,7,LBL00231,EARRING,750,13.049,12.589,0.024,9.442,59252.6,5586.5,2025-08-01,19,5–15 GM,LBL00231,H487158,EARRING LBL00231,EARRING,750,12.221,11.803,0.048,8.852,1,DES9992,,5001,MAIN_STORE,17,2025-11-24 11:50:05.475150,7,Customer_7,Customer,Net 0,+919231172272
STORE_5,5,STORE_5_V10004,2025-08-01,SALE,62,LBL00143,EARRING,916,6.862,6.266,0.0,5.74,32812.41,5254.33,2025-08-01,10,0–10 GM,LBL00143,H661916,EARRING LBL00143,EARRING,916,7.302,7.115,0.0,6.518,1,DES1306,,5006,MAIN_STORE,16,2025-11-24 11:50:05.249802,62,Customer_62,Customer,Net 0,+919556498528
STORE_5,6,STORE_5_V10005,2025-08-02,SALE,90,LBL00154,EARRING,916,12.065,11.692,0.084,10.71,68679.14,5812.96,2025-08-02,19,5–15 GM,LBL00154,H650607,EARRING LBL00154,EARRING,916,11.099,10.67,0.014,9.774,1,DES5953,,5005,MAIN_STORE,17,2025-11-24 11:50:05.278591,90,Customer_90,Customer,Net 15,+917365411459
STORE_5,7,STORE_5_V10006,2025-08-02,SALE,111,LBL00073,BRACELET,585,6.506,6.365,0.0,3.724,22488.06,5837.15,2025-08-02,10,0–10 GM,LBL00073,H512160,BRACELET LBL00073,BRACELET,585,7.021,6.623,0.05,3.875,1,DES7775,,5010,MAIN_STORE,19,2025-11-24 11:50:05.062887,111,Customer_111,Customer,Net 0,+918502020490
STORE_5,8,STORE_5_V10007,2025-08-02,SALE,49,LBL00100,CHAIN,916,57.572,57.503,0.011,52.673,318755.13,5620.78,2025-08-02,9,10+ GM,LBL00100,H785010,CHAIN LBL00100,CHAIN,916,54.122,53.758,0.01,49.242,1,DES6718,,5001,MAIN_STORE,5,2025-11-24 11:50:05.145422,49,Customer_49,Customer,Net 15,+918527529840
STORE_5,9,STORE_5_V10008,2025-08-02,SALE,21,LBL00088,BANGLE,585,3.768,3.286,0.0,1.922,11016.79,5310.3,2025-08-02,1,0–5 GM,LBL00088,H756883,BANGLE LBL00088,BANGLE,585,3.964,3.77,0.036,2.206,1,DES3960,,5003,MAIN_STORE,18,2025-11-24 11:50:05.111709,21,Customer_21,Customer,Net 0,+917774797220
STORE_5,10,STORE_5_V10009,2025-08-03,SALE,38,LBL00009,BANGLE,916,14.443,13.846,0.0,12.683,74645.19,5449.18,2025-08-03,19,5–15 GM,LBL00009,H780956,BANGLE LBL00009,BANGLE,916,15.392,14.974,0.028,13.716,1,DES7332,,5007,MAIN_STORE,20,2025-11-24 11:50:04.900958,38,Customer_38,Customer,Net 15,+919558781873
