store,movement_id,voucher_no,voucher_date,movement_type,account_id,label_no,category,purity,gross_weight,net_weight,stone_weight,fine_weight,value,gold_rate_used,created_at,slab_id,slab_label,item_label_no,item_huid,item_item_name,item_category,item_purity,item_gross_weight,item_net_weight,item_stone_weight,item_fine_weight,item_pieces,item_design_code,item_certificate_no,item_supplier_id,item_location,item_slab_id,item_created_at,acct_account_id,customer_name,customer_type,customer_credit_terms,customer_contact
STORE_3,1,STORE_3_V10000,2025-08-01,SALE,78,LBL00101,NECKLACE,916,46.999,46.544,0.024,42.634,265288.23,5651.67,2025-08-01,9,10+ GM,LBL00101,H252436,NECKLACE LBL00101,NECKLACE,916,47.957,47.54,0.003,43.547,1,DES1531,,5018,MAIN_STORE,13,2025-11-24 11:50:05.148013,78,Customer_78,Customer,Net 0,+917657978181
STORE_3,2,STORE_3_V10001,2025-08-01,SALE,110,LBL00171,EARRING,750,2.107,1.544,0.0,1.158,7496.82,5857.35,2025-08-01,1,0–5 GM,LBL00171,H436467,EARRING LBL00171,EARRING,750,2.577,2.316,0.076,1.738,1,DES4285,,5006,MAIN_STORE,15,2025-11-24 11:50:05.324604,110,Customer_110,Customer,Net 0,+918309186996
STORE_3,3,STORE_3_V10002,2025-08-01,SALE,7,LBL00159,EARRING,750,2.61,2.094,0.019,1.571,9331.4,5441.96,2025-08-01,1,0–5 GM,LBL00159,H261562,EARRING LBL00159,EARRING,750,2.541,2.237,0.078,1.678,1,DES4116,,5010,MAIN_STORE,15,2025-11-24 11:50:05.292267,7,Customer_7,Customer,Net 0,+919231172272
STORE_3,4,STORE_3_V10003,2025-08-01,SALE,21,LBL00146,BANGLE,916,3.124,3.057,0.004,2.8,16007.44,5361.41,2025-08-01,1,0–5 GM,LBL00146,H981578,BANGLE LBL00146,BANGLE,916,2.829,2.716,0.0,2.488,1,DES1510,,5010,MAIN_STORE,18,2025-11-24 11:50:05.256739,21,Customer_21,Customer,Net 0,+917774797220
STORE_3,5,STORE_3_V10004,2025-08-01,SALE,48,LBL00225,BANGLE,916,46.249,46.194,0.033,42.314,235992.37,5437.69,2025-08-01,9,10+ GM,LBL00225,H315651,BANGLE LBL00225,BANGLE,916,39.898,39.732,0.146,36.395,1,DES6187,,5009,MAIN_STORE,21,2025-11-24 11:50:05.461298,48,Customer_48,Customer,Net 0,+917162076186
STORE_3,6,STORE_3_V10005,2025-08-01,SALE,39,LBL00031,NECKLACE,916,34.833,34.739,0.047,31.821,205814.65,5859.46,2025-08-01,12,20–40 GM,LBL00031,H667650,NECKLACE LBL00031,NECKLACE,916,36.856,36.352,0.12,33.298,1,DES4314,,5004,MAIN_STORE,12,2025-11-24 11:50:04.953789,39,Customer_39,Customer,Net 0,+919223115272
STORE_3,7,STORE_3_V10006,2025-08-01,SALE,16,LBL00053,CHAIN,916,23.006,22.454,0.0,20.568,125713.49,5891.41,2025-08-01,20,15–30 GM,LBL00053,H894586,CHAIN LBL00053,CHAIN,916,23.089,22.846,0.0,20.928,1,DES4351,,5002,MAIN_STORE,4,2025-11-24 11:50:05.006386,16,Customer_16,Customer,Net 15,+917453179940
STORE_3,8,STORE_3_V10007,2025-08-01,SALE,12,LBL00029,BRACELET,585,4.29,3.852,0.043,2.253,14313.28,5639.54,2025-08-01,1,0–5 GM,LBL00029,H668573,BRACELET LBL00029,BRACELET,585,4.413,4.05,0.0,2.369,1,DES3158,,5006,MAIN_STORE,18,2025-11-24 11:50:04.948888,12,Customer_12,Customer,Net 30,+919821263164
STORE_3,9,STORE_3_V10008,2025-08-01,SALE,3,LBL00070,NECKLACE,916,58.341,57.916,0.003,53.051,316084.5,5719.64,2025-08-01,9,10+ GM,LBL00070,H249149,NECKLACE LBL00070,NECKLACE,916,58.732,58.25,0.021,53.357,1,DES8595,,5014,MAIN_STORE,13,2025-11-24 11:50:05.053860,3,Customer_3,Customer,Net 30,+918141669467
STORE_3,10,STORE_3_V10009,2025-08-01,SALE,87,LBL00102,BANGLE,916,36.032,35.799,0.0,32.792,202494.72,5818.77,2025-08-01,12,20–40 GM,LBL00102,H978721,BANGLE LBL00102,BANGLE,916,30.884,30.814,0.057,28.226,1,DES5889,,5010,MAIN_STORE,21,2025-11-24 11:50:05.150463,87,Customer_87,Customer,Net 0,+919043780174
