store,movement_id,voucher_no,voucher_date,movement_type,account_id,label_no,category,purity,gross_weight,net_weight,stone_weight,fine_weight,value,gold_rate_used,created_at,slab_id,slab_label,item_label_no,item_huid,item_item_name,item_category,item_purity,item_gross_weight,item_net_weight,item_stone_weight,item_fine_weight,item_pieces,item_design_code,item_certificate_no,item_supplier_id,item_location,item_slab_id,item_created_at,acct_account_id,customer_name,customer_type,customer_credit_terms,customer_contact
STORE_1,1,STORE_1_V10000,2025-08-01,SALE,94,LBL00217,PENDANT,750,3.679,3.529,0.027,2.647,17199.07,5887.49,2025-08-01,1,0–5 GM,LBL00217,H172988,PENDANT LBL00217,PENDANT,750,3.372,3.139,0.006,2.354,1,DES2781,,5019,MAIN_STORE,10,2025-11-24 11:50:05.441947,94,Customer_94,Customer,Net 15,+919402158803
STORE_1,2,STORE_1_V10001,2025-08-01,SALE,5,LBL00009,BANGLE,916,16.102,15.757,0.002,14.433,87569.68,5569.3,2025-08-01,11,10–20 GM,LBL00009,H780956,BANGLE LBL00009,BANGLE,916,15.392,14.974,0.028,13.716,1,DES7332,,5007,MAIN_STORE,20,2025-11-24 11:50:04.900958,5,Customer_5,Customer,Net 30,+917302314710
STORE_1,3,STORE_1_V10002,2025-08-01,SALE,94,LBL00037,NECKLACE,585,65.308,64.867,0.009,37.947,222372.28,5280.94,2025-08-01,9,10+ GM,LBL00037,H862398,NECKLACE LBL00037,NECKLACE,585,66.907,66.509,0.009,38.908,1,DES1483,,5010,MAIN_STORE,13,2025-11-24 11:50:04.968295,94,Customer_94,Customer,Net 15,+919402158803
STORE_1,4,STORE_1_V10003,2025-08-01,SALE,32,LBL00023,EARRING,916,2.941,2.652,0.0,2.429,14690.46,5610.53,2025-08-01,1,0–5 GM,LBL00023,H393804,EARRING LBL00023,EARRING,916,2.663,2.498,0.002,2.288,1,DES4695,,5004,MAIN_STORE,15,2025-11-24 11:50:04.935096,32,Customer_32,Customer,Net 30,+919343446878
STORE_1,5,STORE_1_V10004,2025-08-01,SALE,7,LBL00157,BRACELET,750,16.374,15.831,0.078,11.873,71891.5,5560.24,2025-08-01,11,10–20 GM,LBL00157,H565330,BRACELET LBL00157,BRACELET,750,16.886,16.756,0.053,12.567,1,DES9290,,5000,MAIN_STORE,20,2025-11-24 11:50:05.287367,7,Customer_7,Customer,Net 0,+919231172272
STORE_1,6,STORE_1_V10005,2025-08-01,SALE,74,LBL00121,BANGLE,585,44.651,44.208,0.018,25.862,161057.07,5924.1,2025-08-01,9,10+ GM,LBL00121,H864605,BANGLE LBL00121,BANGLE,585,44.502,44.111,0.0,25.805,1,DES9154,,5015,MAIN_STORE,21,2025-11-24 11:50:05.195683,74,Customer_74,Customer,Net 0,+918371454094
STORE_1,7,STORE_1_V10006,2025-08-01,SALE,5,LBL00043,PENDANT,916,12.729,12.309,0.075,11.275,70844.1,5744.78,2025-08-01,19,5–15 GM,LBL00043,H694587,PENDANT LBL00043,PENDANT,916,11.657,11.354,0.026,10.401,1,DES4783,,5019,MAIN_STORE,11,2025-11-24 11:50:04.981421,5,Customer_5,Customer,Net 30,+917302314710
STORE_1,8,STORE_1_V10007,2025-08-01,SALE,81,LBL00016,PENDANT,585,7.208,6.919,0.0,4.048,24183.91,5694.27,2025-08-01,10,0–10 GM,LBL00016,H449773,PENDANT LBL00016,PENDANT,585,8.338,7.948,0.068,4.65,1,DES9027,,5012,MAIN_STORE,10,2025-11-24 11:50:04.918150,81,Customer_81,Customer,Net 15,+919556073288
STORE_1,9,STORE_1_V10008,2025-08-01,SALE,80,LBL00189,EARRING,916,10.178,10.152,0.004,9.299,57471.0,5586.5,2025-08-01,19,5–15 GM,LBL00189,H182361,EARRING LBL00189,EARRING,916,9.076,8.68,0.0,7.951,1,DES8629,,5018,MAIN_STORE,16,2025-11-24 11:50:05.372161,80,Customer_80,Customer,Net 30,+918687418351
STORE_1,10,STORE_1_V10009,2025-08-02,SALE,17,LBL00065,BRACELET,585,22.902,22.529,0.017,13.179,71398.68,5235.16,2025-08-02,20,15–30 GM,LBL00065,H506216,BRACELET LBL00065,BRACELET,585,22.536,22.176,0.007,12.973,1,DES9456,,5001,MAIN_STORE,20,2025-11-24 11:50:05.039366,17,Customer_17,Customer,Net 30,+919476322069
STORE_1,11,STORE_1_V10010,2025-08-02,SALE,117,LBL00045,CHAIN,916,35.598,35.239,0.0,32.279,183843.47,5489.38,2025-08-02,12,20–40 GM,LBL00045,H476712,CHAIN LBL00045,CHAIN,916,37.99,37.63,0.134,34.47,1,DES2302,,5015,MAIN_STORE,4,2025-11-24 11:50:04.986280,117,Customer_117,Customer,Net 0,+917368570209
STORE_1,12,STORE_1_V10011,2025-08-02,SALE,90,LBL00201,NECKLACE,916,39.482,39.333,0.0,36.029,221882.29,5841.34,2025-08-02,12,20–40 GM,LBL00201,H702593,NECKLACE LBL00201,NECKLACE,916,42.505,42.303,0.016,38.75,1,DES3087,,5016,MAIN_STORE,13,2025-11-24 11:50:05.401516,90,Customer_90,Customer,Net 15,+917365411459
STORE_1,13,STORE_1_V10012,2025-08-02,SALE,19,LBL00022,RING,750,3.999,3.638,0.0,2.728,16685.74,5763.22,2025-08-02,1,0–5 GM,LBL00022,H954441,RING LBL00022,RING,750,4.535,4.36,0.103,3.27,1,DES1482,,5017,MAIN_STORE,7,2025-11-24 11:50:04.932563,19,Customer_19,Customer,Net 15,+919857194152
STORE_1,14,STORE_1_V10013,2025-08-02,SALE,31,LBL00099,BRACELET,916,41.263,40.863,0.0,37.431,226962.58,5750.07,2025-08-02,9,10+ GM,LBL00099,H293818,BRACELET LBL00099,BRACELET,916,40.277,39.948,0.095,36.593,1,DES3429,,5001,MAIN_STORE,21,2025-11-24 11:50:05.142593,31,Customer_31,Customer,Net 30,+918033895513
STORE_1,15,STORE_1_V10014,2025-08-02,SALE,34,LBL00165,BANGLE,916,31.434,30.978,0.0,28.376,168341.66,5556.77,2025-08-02,12,20–40 GM,LBL00165,H506415,BANGLE LBL00165,BANGLE,916,27.467,27.188,0.005,24.904,1,DES9558,,5003,MAIN_STORE,20,2025-11-24 11:50:05.306978,34,Customer_34,Customer,Net 30,+918091304489
